,loss,accuracy,val_loss,val_accuracy
0,1.1801409721374512,0.4655555486679077,0.9580009579658508,0.565397322177887
1,0.9759838581085205,0.5433333516120911,0.9001323580741882,0.5794702172279358
2,0.9245253801345825,0.5729629397392273,0.8726862072944641,0.5968543291091919
3,0.8523356914520264,0.6233333349227905,0.844534695148468,0.6150662302970886
4,0.8071854114532471,0.6325926184654236,0.8682541251182556,0.6018211841583252
5,0.7629779577255249,0.653333306312561,0.8394462466239929,0.6316224932670593
6,0.7343539595603943,0.669259250164032,0.8143244385719299,0.6440397500991821
7,0.7029697299003601,0.6925926208496094,0.8285950422286987,0.6307947039604187
8,0.6717748641967773,0.7037037014961243,0.8572068214416504,0.6167218685150146
9,0.6684870719909668,0.7029629349708557,0.823956310749054,0.6432119011878967
10,0.6231260895729065,0.7222222089767456,0.8250068426132202,0.6506622433662415
11,0.5985339283943176,0.7477777600288391,0.8308834433555603,0.6399006843566895
12,0.5876300930976868,0.7529629468917847,0.8572933077812195,0.6341059803962708
13,0.5520729422569275,0.7774074077606201,0.8389031291007996,0.6539735198020935
14,0.5507887005805969,0.7655555605888367,0.8538066744804382,0.6440397500991821
15,0.5235399007797241,0.7822222113609314,0.8590173721313477,0.6490066051483154
16,0.5145736336708069,0.7844444513320923,0.8723728656768799,0.6382450461387634
17,0.48373380303382874,0.8070370554924011,0.8622910380363464,0.6498344540596008
18,0.47373050451278687,0.8114814758300781,0.863740861415863,0.6539735198020935
19,0.46371930837631226,0.8259259462356567,0.8660256266593933,0.6581125855445862
20,0.4612063765525818,0.8070370554924011,0.8676692843437195,0.6581125855445862
21,0.43038755655288696,0.8325926065444946,0.8727501630783081,0.6548013091087341
22,0.409114807844162,0.8422222137451172,0.9201259016990662,0.6399006843566895
23,0.4038551151752472,0.8355555534362793,0.9216997623443604,0.6490066051483154
24,0.39423543214797974,0.8455555438995361,0.9016404151916504,0.6572847962379456
25,0.37573039531707764,0.8551852107048035,0.9253088235855103,0.6581125855445862
26,0.3725273311138153,0.8585185408592224,0.9373964071273804,0.6523178815841675
27,0.3452831208705902,0.8722222447395325,0.9398763179779053,0.6539735198020935
28,0.3512166440486908,0.8659259080886841,0.9400217533111572,0.6647350788116455
29,0.3352745771408081,0.8625925779342651,0.9799683690071106,0.6514900922775269
30,0.3232104182243347,0.8781481385231018,0.9617319703102112,0.6605960130691528
31,0.31161463260650635,0.8811110854148865,0.9506821036338806,0.6605960130691528
32,0.2966436445713043,0.8911111354827881,0.9588388800621033,0.6581125855445862
33,0.2977482080459595,0.8918518424034119,0.9660494923591614,0.6597682237625122
34,0.27723637223243713,0.9014815092086792,0.9625123739242554,0.6680463552474976
35,0.26030343770980835,0.9037036895751953,1.001686930656433,0.6556291580200195
36,0.2640863358974457,0.9066666960716248,1.0326483249664307,0.6514900922775269
37,0.26428478956222534,0.9129629731178284,1.0199050903320312,0.6556291580200195
38,0.2530710697174072,0.9092592597007751,1.0138862133026123,0.6581125855445862
39,0.2375379502773285,0.9092592597007751,1.0366871356964111,0.6481788158416748
40,0.23613601922988892,0.9144444465637207,1.085491418838501,0.6481788158416748
41,0.23622792959213257,0.919259250164032,1.0328748226165771,0.6556291580200195
42,0.2111055999994278,0.9277777671813965,1.0744434595108032,0.6456953883171082
43,0.21808823943138123,0.9207407236099243,1.1020880937576294,0.6506622433662415
44,0.2082168012857437,0.9251852035522461,1.05125892162323,0.6672185659408569
45,0.18983568251132965,0.9366666674613953,1.0913021564483643,0.6523178815841675
46,0.2025006264448166,0.9311110973358154,1.0969295501708984,0.6556291580200195
47,0.18594995141029358,0.9414814710617065,1.071514368057251,0.6655629277229309
48,0.18510982394218445,0.9366666674613953,1.1160298585891724,0.6539735198020935
49,0.1801520735025406,0.9392592310905457,1.1563776731491089,0.6548013091087341
50,0.17119958996772766,0.9459259510040283,1.1098631620407104,0.6548013091087341
51,0.1615593284368515,0.9474074244499207,1.1689376831054688,0.6440397500991821
52,0.15368200838565826,0.9470370411872864,1.1756922006607056,0.6465231776237488
53,0.16058965027332306,0.9466666579246521,1.220276117324829,0.6365894079208374
54,0.1586478054523468,0.9470370411872864,1.1562694311141968,0.6490066051483154
55,0.14687955379486084,0.9507407546043396,1.1852829456329346,0.6481788158416748
56,0.14803647994995117,0.9522222280502319,1.1683757305145264,0.6523178815841675
57,0.13012360036373138,0.9581481218338013,1.1978610754013062,0.6481788158416748
58,0.13033153116703033,0.9585185050964355,1.1720799207687378,0.6589403748512268
59,0.1305363029241562,0.9562963247299194,1.1910009384155273,0.6614238619804382
