,loss,acc,val_loss,val_acc
0,1.032850742340088,0.47555556893348694,0.8819817304611206,0.5215231776237488
1,0.9264524579048157,0.5433333516120911,0.8777769804000854,0.5488410592079163
2,0.9051008224487305,0.563703715801239,0.8819751739501953,0.5364238619804382
3,0.8905614614486694,0.5733333230018616,0.8706262707710266,0.557947039604187
4,0.871834933757782,0.5970370173454285,0.8357995748519897,0.5960264801979065
5,0.8653584122657776,0.5877777934074402,0.8380236029624939,0.5852649211883545
6,0.8473201394081116,0.6033333539962769,0.8864774107933044,0.5521523356437683
7,0.8300282955169678,0.619259238243103,0.8608332872390747,0.567052960395813
8,0.8357926607131958,0.6000000238418579,0.8596083521842957,0.568708598613739
9,0.8224660754203796,0.6177777647972107,0.8702282309532166,0.5860927104949951
10,0.8074603080749512,0.627407431602478,0.8599414825439453,0.5802980065345764
11,0.7966060638427734,0.644444465637207,0.8497205376625061,0.6001655459403992
12,0.7959927320480347,0.6266666650772095,0.9001040458679199,0.5612582564353943
13,0.7769711017608643,0.6385185122489929,0.8387805223464966,0.5910596251487732
14,0.7634910345077515,0.6537036895751953,0.8429628014564514,0.5927152037620544
15,0.759961724281311,0.6655555367469788,0.8544864058494568,0.5860927104949951
16,0.7550725340843201,0.6562963128089905,0.8667914867401123,0.5728476643562317
17,0.7480679750442505,0.6633333563804626,0.9743033647537231,0.5107616186141968
18,0.7440131306648254,0.6603703498840332,0.8809986114501953,0.565397322177887
19,0.7336946725845337,0.6644444465637207,0.8827831745147705,0.5711920261383057
20,0.723114550113678,0.6737037301063538,0.8846374750137329,0.5753311514854431
21,0.7045717835426331,0.6866666674613953,0.8352815508842468,0.6009933948516846
22,0.6953792572021484,0.6925926208496094,0.912539541721344,0.5612582564353943
23,0.6913661360740662,0.6914814710617065,0.8921874761581421,0.5745033025741577
24,0.6815804243087769,0.6929629445075989,0.871820330619812,0.5860927104949951
25,0.6738726496696472,0.6959259510040283,0.9142488241195679,0.5620861053466797
26,0.6578074097633362,0.7151851654052734,0.9052215218544006,0.570364236831665
27,0.6586946249008179,0.7088888883590698,0.8852527141571045,0.5852649211883545
28,0.6481662392616272,0.7096296548843384,0.916617214679718,0.5827814340591431
29,0.6363220810890198,0.7240740656852722,0.9479625821113586,0.5753311514854431
30,0.6434837579727173,0.7244444489479065,0.9831236600875854,0.5480132699012756
31,0.6241289973258972,0.7307407259941101,1.0264240503311157,0.5165562629699707
32,0.6194565892219543,0.7344444394111633,0.8997311592102051,0.5761589407920837
33,0.6165110468864441,0.7322221994400024,0.9197438359260559,0.5761589407920837
34,0.6022525429725647,0.7481481432914734,0.9209350943565369,0.5885761380195618
35,0.599653959274292,0.7381481528282166,0.9957875609397888,0.5496688485145569
36,0.5983733534812927,0.7337037324905396,1.1376596689224243,0.4875827729701996
37,0.5847341418266296,0.7518518567085266,1.0370789766311646,0.5422185659408569
38,0.5636560320854187,0.7651851773262024,0.944645881652832,0.5786423683166504
39,0.5574532151222229,0.7707407474517822,0.9278801083564758,0.5802980065345764
40,0.5495085716247559,0.767037034034729,0.9437539577484131,0.5745033025741577
41,0.5741478800773621,0.7566666603088379,0.9639925956726074,0.565397322177887
42,0.5443413853645325,0.7725926041603088,0.9556976556777954,0.5728476643562317
43,0.5424757599830627,0.7707407474517822,0.9262701272964478,0.5943708419799805
44,0.5297161340713501,0.7803703546524048,1.0331522226333618,0.5372516512870789
45,0.5260877013206482,0.7844444513320923,1.0309199094772339,0.5504966974258423
46,0.5302531123161316,0.7759259343147278,0.9854077696800232,0.5778145790100098
47,0.5141156911849976,0.7877777814865112,0.9883781671524048,0.5761589407920837
48,0.4885205030441284,0.8059259057044983,1.012383222579956,0.5736755132675171
49,0.4949096739292145,0.7977777719497681,0.967252790927887,0.5794702172279358
50,0.4993929862976074,0.7996296286582947,0.9796257019042969,0.5662251710891724
51,0.4866167902946472,0.7992592453956604,0.9850224256515503,0.568708598613739
52,0.46859094500541687,0.8096296191215515,1.0214239358901978,0.559602677822113
53,0.47091594338417053,0.8166666626930237,1.0094372034072876,0.6034768223762512
54,0.4587521255016327,0.8159258961677551,1.0810577869415283,0.5422185659408569
55,0.46286457777023315,0.8203703761100769,1.040126919746399,0.5637417435646057
56,0.449690043926239,0.8188889026641846,1.0728927850723267,0.556291401386261
57,0.4446699619293213,0.8203703761100769,1.0065478086471558,0.6043046116828918
58,0.4427126348018646,0.8222222328186035,1.0521700382232666,0.5819536447525024
59,0.42951786518096924,0.8299999833106995,1.0872581005096436,0.5786423683166504
