,loss,acc,val_loss,val_acc
0,0.8267016410827637,0.6563116312026978,1.147784948348999,0.5711920261383057
1,0.589871346950531,0.784023642539978,1.4135795831680298,0.5802980065345764
2,0.5156486630439758,0.807692289352417,1.6812071800231934,0.5877483487129211
3,0.46825850009918213,0.8234714269638062,1.7712388038635254,0.5877483487129211
4,0.44481492042541504,0.8333333134651184,2.0316646099090576,0.5819536447525024
5,0.42269963026046753,0.8353056907653809,2.371342897415161,0.5894039869308472
6,0.3991316258907318,0.8397436141967773,2.176912546157837,0.5745033025741577
7,0.3903617858886719,0.844181478023529,2.924159526824951,0.5745033025741577
8,0.3743492662906647,0.8466469645500183,2.6385793685913086,0.5852649211883545
9,0.3539336919784546,0.8565088510513306,2.8839304447174072,0.5720198750495911
10,0.3469513952732086,0.8555226922035217,3.016404151916504,0.5496688485145569
11,0.3444785475730896,0.8619329333305359,2.9807939529418945,0.5769867300987244
12,0.3427402973175049,0.8589743375778198,3.5417568683624268,0.5761589407920837
13,0.3248780369758606,0.8653846383094788,3.711766004562378,0.5844370722770691
14,0.3261052072048187,0.8624260425567627,3.488917112350464,0.5521523356437683
15,0.3198208212852478,0.8663707971572876,3.6764283180236816,0.5331125855445862
16,0.3103833496570587,0.8698225021362305,3.326317071914673,0.5827814340591431
17,0.3036941885948181,0.8708086609840393,3.7199666500091553,0.5629138946533203
18,0.29626983404159546,0.8767258524894714,3.800004482269287,0.5298013091087341
19,0.305785208940506,0.8757396340370178,3.674132823944092,0.557947039604187
20,0.28871625661849976,0.8796843886375427,3.6967406272888184,0.5720198750495911
21,0.2874731421470642,0.8796843886375427,3.5799560546875,0.5678808093070984
22,0.28455838561058044,0.8791913390159607,4.160330772399902,0.5115894079208374
23,0.2823755443096161,0.8841223120689392,4.256532669067383,0.565397322177887
24,0.2781146168708801,0.8801774978637695,4.328339099884033,0.5637417435646057
25,0.26312124729156494,0.8915187120437622,4.298916339874268,0.559602677822113
26,0.27853742241859436,0.8870808482170105,4.774205684661865,0.5306291580200195
27,0.2598320543766022,0.8959566354751587,4.686511516571045,0.5314569473266602
28,0.25375011563301086,0.8895463347434998,4.703671932220459,0.5107616186141968
29,0.25426194071769714,0.9008875489234924,4.587851524353027,0.5521523356437683
