,loss,acc,val_loss,val_acc,lr
0,0.9029998183250427,0.7899408340454102,1.0738095045089722,0.5761589407920837,0.01
1,0.33209094405174255,0.8545364737510681,1.5643659830093384,0.5761589407920837,0.01
2,0.2401627004146576,0.9068047404289246,2.0562710762023926,0.5761589407920837,0.01
3,0.1747778356075287,0.9314595460891724,5.267807483673096,0.06125827878713608,0.01
4,0.08548389375209808,0.9689348936080933,4.363566875457764,0.2442052960395813,0.01
5,0.07370536774396896,0.9718934893608093,3.670736789703369,0.5761589407920837,0.01
6,0.06359383463859558,0.976331353187561,3.080916166305542,0.5761589407920837,0.00049999997
7,0.03788134828209877,0.9857001900672913,2.8088862895965576,0.5720198750495911,0.00049999997
8,0.0336737297475338,0.9916173815727234,2.712681770324707,0.5695364475250244,0.00049999997
9,0.02926856279373169,0.9906311631202698,2.8114571571350098,0.567052960395813,0.00049999997
10,0.021738627925515175,0.993096649646759,3.0327954292297363,0.5637417435646057,0.00049999997
11,0.024542422965168953,0.9911242723464966,3.2112014293670654,0.5678808093070984,2.4999998e-05
12,0.02285262756049633,0.993096649646759,3.4131197929382324,0.5678808093070984,2.4999998e-05
13,0.022420620545744896,0.9940828680992126,3.5799357891082764,0.5620861053466797,2.4999998e-05
14,0.02035759761929512,0.9935897588729858,3.7405831813812256,0.5513244867324829,2.4999998e-05
15,0.02116580680012703,0.9935897588729858,3.927762985229492,0.5471854209899902,2.4999998e-05
16,0.018999842926859856,0.9950690269470215,4.121896266937256,0.5471854209899902,2e-06
17,0.01980684883892536,0.9935897588729858,4.242379188537598,0.5488410592079163,2e-06
18,0.017664076760411263,0.9960552453994751,4.327495574951172,0.5455297827720642,2e-06
19,0.025382356718182564,0.9921104311943054,4.389843940734863,0.5496688485145569,2e-06
20,0.02321270853281021,0.9911242723464966,4.394914627075195,0.5471854209899902,2e-06
21,0.018022291362285614,0.9955621361732483,4.416399002075195,0.5480132699012756,2e-06
22,0.021465599536895752,0.9926035404205322,4.419597625732422,0.5488410592079163,2e-06
23,0.015060373581945896,0.9975345134735107,4.430065631866455,0.5488410592079163,2e-06
24,0.021289033815264702,0.9926035404205322,4.421860694885254,0.5480132699012756,2e-06
25,0.016844812780618668,0.9955621361732483,4.421606540679932,0.5488410592079163,2e-06
26,0.016245631501078606,0.9960552453994751,4.412045955657959,0.5480132699012756,2e-06
27,0.02022888883948326,0.9950690269470215,4.433730125427246,0.5488410592079163,2e-06
28,0.019084298983216286,0.9950690269470215,4.433335304260254,0.5480132699012756,2e-06
