,loss,acc,val_loss,val_acc
0,1.068895936012268,0.4169999957084656,1.0959959030151367,0.3965231776237488
1,0.9677268862724304,0.5353333353996277,1.2807410955429077,0.31043046712875366
2,0.9039139747619629,0.5723333358764648,1.3477798700332642,0.33692052960395813
3,0.8413236737251282,0.6179999709129333,1.3399419784545898,0.4263245165348053
4,0.8065181374549866,0.6159999966621399,1.4903485774993896,0.4081125855445862
5,0.7486044764518738,0.6706666946411133,1.6839600801467896,0.37251654267311096
6,0.7374842762947083,0.6579999923706055,1.7837227582931519,0.4048013389110565
7,0.6913599967956543,0.6946666836738586,1.87019681930542,0.3849337697029114
8,0.6634392738342285,0.7093333601951599,1.854224443435669,0.4097682237625122
9,0.6598147749900818,0.7080000042915344,1.9023082256317139,0.4081125855445862
10,0.6251398324966431,0.7200000286102295,2.15021014213562,0.3708609342575073
11,0.6100019216537476,0.7400000095367432,2.317473888397217,0.3683774769306183
12,0.6019552946090698,0.7356666922569275,2.354318857192993,0.375
13,0.5837846994400024,0.7526666522026062,2.6021206378936768,0.3451986610889435
14,0.5767272710800171,0.7523333430290222,2.395087957382202,0.3932119309902191
15,0.5606018900871277,0.7649999856948853,2.5088953971862793,0.3865894079208374
16,0.5454511642456055,0.768666684627533,2.479524612426758,0.37748345732688904
17,0.5517306327819824,0.7603333592414856,2.66507887840271,0.3634105920791626
18,0.5340679883956909,0.7693333625793457,2.5334761142730713,0.4081125855445862
19,0.5243069529533386,0.777999997138977,2.4195568561553955,0.42963576316833496
20,0.5227203965187073,0.7746666669845581,2.9131226539611816,0.3692052960395813
21,0.5219953656196594,0.7696666717529297,2.938878297805786,0.3567880690097809
22,0.50728440284729,0.781000018119812,2.488950729370117,0.43377482891082764
23,0.5289293527603149,0.7630000114440918,2.841902256011963,0.3874172270298004
24,0.5182732939720154,0.7693333625793457,2.636488914489746,0.43543046712875366
25,0.5078389048576355,0.7816666960716248,2.8816215991973877,0.41721853613853455
26,0.4847584664821625,0.7943333387374878,3.0353479385375977,0.3700331151485443
27,0.47708722949028015,0.800000011920929,3.0419483184814453,0.3882450461387634
28,0.45466673374176025,0.8063333630561829,2.950721502304077,0.4097682237625122
29,0.45834049582481384,0.8059999942779541,3.0143325328826904,0.40728476643562317
