,loss,acc,val_loss,val_acc,lr
0,1.5647555589675903,0.3930000066757202,1.3266122341156006,0.06125827878713608,0.01
1,0.6106923222541809,0.7523333430290222,1.3049795627593994,0.06125827878713608,0.01
2,0.18695040047168732,0.9303333163261414,1.3490973711013794,0.06125827878713608,0.01
3,0.09341900795698166,0.9670000076293945,1.2913941144943237,0.06125827878713608,0.01
4,0.08438825607299805,0.9739999771118164,1.3434574604034424,0.06125827878713608,0.01
5,0.025302650406956673,0.9916666746139526,1.3043526411056519,0.06125827878713608,0.01
6,0.07839564979076385,0.9786666631698608,1.2905709743499756,0.06125827878713608,0.01
7,0.0313059501349926,0.9926666617393494,1.4355005025863647,0.06374172121286392,0.01
8,0.004658086225390434,0.9993333220481873,1.6092437505722046,0.09850993007421494,0.01
9,0.0009002406732179224,1.0,1.9133940935134888,0.15231788158416748,0.01
10,0.003188616130501032,0.9990000128746033,2.311812162399292,0.20695364475250244,0.01
11,0.009548633359372616,0.9973333477973938,2.95086669921875,0.2599337697029114,0.01
12,0.004756590351462364,0.9980000257492065,3.211322069168091,0.2682119309902191,0.00049999997
13,0.004635423421859741,0.9980000257492065,3.4842703342437744,0.28145694732666016,0.00049999997
14,0.0016641735564917326,0.999666690826416,3.6198341846466064,0.27649006247520447,0.00049999997
